"MOLECULE_NAME","TARGET_NAME"
"VINBLASTINE","TUBD1"
"VINBLASTINE","TUBG1"
"VINBLASTINE","TUBE1"
"VINBLASTINE","JUN"
"VALDECOXIB","PTGS2"
"IMATINIB","BCR/ABL"
"IMATINIB","KIT"
"IMATINIB","RET"
"IMATINIB","NTRK1"
"IMATINIB","CSF1R"
"IMATINIB","PDGFRA"
"IMATINIB","DDR1"
"IMATINIB","ABL1"
"IMATINIB","PDGFRB"
"CLOFARABINE","POLA1"
"CLOFARABINE","RRM1"
"SIMVASTATIN","HMGCR"
"SIMVASTATIN","ITGB2"
"TAMOXIFEN","ESR1"
"TAMOXIFEN","ESR2"
"TAMOXIFEN","EBP"
"TAMOXIFEN","PRKCA"
"TAMOXIFEN","PRKCB"
"TAMOXIFEN","PRKCD"
"TAMOXIFEN","PRKCE"
"TAMOXIFEN","PRKCG"
"TAMOXIFEN","PRKCI"
"TAMOXIFEN","PRKCQ"
"TAMOXIFEN","PRKCZ"
"TRETINOIN","RXRB"
"TRETINOIN","RXRG"
"TRETINOIN","RARG"
"TRETINOIN","ALDH1A1"
"TRETINOIN","GPRC5A"
"TRETINOIN","NR0B1"
"TRETINOIN","ALDH1A2"
"TRETINOIN","RARRES1"
"IRINOTECAN","TOP1"
"IRINOTECAN","TOP1MT"
"ETOPOSIDE","TOP2A"
"ETOPOSIDE","TOP2B"
"TRIFLUOPERAZINE","DRD2"
"TRIFLUOPERAZINE","CALY"
"TRIFLUOPERAZINE","ADRA1A"
"TRIFLUOPERAZINE","TNNC1"
"TRIFLUOPERAZINE","S100A4"
"DACARBAZINE","POLA2"
"DACARBAZINE","PGD"
"TACROLIMUS","FKBP1A"
"SIROLIMUS","MTOR"
"SIROLIMUS","FKBP1A"
"SIROLIMUS","FGF2"
"PHENFORMIN","PRKAA1"
"PHENFORMIN","KCNJ8"
"AZACITIDINE","DNMT1"
"FULVESTRANT","ESR1"
"CYTARABINE","POLB"
"TOPOTECAN","TOP1"
"TOPOTECAN","TOP1MT"
"CERULENIN","FASN"
"THALIDOMIDE","CRBN"
"THALIDOMIDE","TNF"
"THALIDOMIDE","NFKB1"
"THALIDOMIDE","FGFR2"
"THALIDOMIDE","PTGS2"
"THALIDOMIDE","ORM1"
"THALIDOMIDE","ORM2"
"OUABAIN","ATP1A1"
"FLUVASTATIN","HMGCR"
"BICALUTAMIDE","AR"
"ITRACONAZOLE","CYP51A1"
"CICLOPIROX","ATP1A1"
"PACLITAXEL","TUBB1"
"PACLITAXEL","BCL2"
"PACLITAXEL","NR1I2"
"PACLITAXEL","MAP4"
"PACLITAXEL","MAP2"
"PACLITAXEL","MAPT"
"DEXAMETHASONE","NR3C1"
"DEXAMETHASONE","NR0B1"
"DEXAMETHASONE","ANXA1"
"DEXAMETHASONE","NOS2"
"DOCETAXEL","TUBB1"
"DOCETAXEL","BCL2"
"DOCETAXEL","MAP2"
"DOCETAXEL","MAP4"
"DOCETAXEL","MAPT"
"DOCETAXEL","NR1I2"
"DASATINIB","ABL1"
"DASATINIB","SRC"
"DASATINIB","EPHA2"
"DASATINIB","LCK"
"DASATINIB","YES1"
"DASATINIB","KIT"
"DASATINIB","PDGFRB"
"DASATINIB","STAT5B"
"DASATINIB","ABL2"
"DASATINIB","FYN"
"LAPATINIB","EGFR"
"LAPATINIB","ERBB2"
"SITAGLIPTIN","DPP4"
"DECITABINE","DNMT1"
"SUNITINIB","PDGFRB"
"SUNITINIB","FLT1"
"SUNITINIB","KIT"
"SUNITINIB","KDR"
"SUNITINIB","FLT4"
"SUNITINIB","FLT3"
"SUNITINIB","CSF1R"
"SUNITINIB","PDGFRA"
"HYPERFORIN","PTGS1"
"HYPERFORIN","NR1I2"
"HYPERFORIN","ALOX5"
"STAUROSPORINE","LCK"
"STAUROSPORINE","PIM1"
"STAUROSPORINE","ITK"
"STAUROSPORINE","SYK"
"STAUROSPORINE","MAPKAPK2"
"STAUROSPORINE","GSK3B"
"STAUROSPORINE","CSK"
"STAUROSPORINE","CDK2"
"STAUROSPORINE","PIK3CG"
"STAUROSPORINE","PDPK1"
"STAUROSPORINE","PRKCQ"
"STAUROSPORINE","ZAP70"
"MYRICETIN","PIK3CG"
"VORINOSTAT","HDAC1"
"VORINOSTAT","HDAC2"
"VORINOSTAT","HDAC3"
"VORINOSTAT","HDAC6"
"VORINOSTAT","HDAC8"
"CAMPTOTHECIN","TOP1"
"NILOTINIB","ABL1"
"NILOTINIB","KIT"
"AT7519","CDK1"
"AT7519","CDK2"
"XL184","MET"
"XL184","KDR"
"XL184","KIT"
"XL184","TEK"
"PLX4032","BRAF"
"VANDETANIB","VEGFA"
"VANDETANIB","EGFR"
"VANDETANIB","PTK6"
"VANDETANIB","TEK"
"PX12","TXNRD1"
"VX702","MAPK14"
"VX702","TNF"
"VX702","IL1B"
"VX702","IL6"
"ABIRATERONE","CYP17A1"
"OSI930","KIT"
"OSI930","FLT1"
"TEMSIROLIMUS","MTOR"
"PAZOPANIB","FLT1"
"PAZOPANIB","KDR"
"PAZOPANIB","FLT4"
"PAZOPANIB","PDGFRA"
"PAZOPANIB","PDGFRB"
"PAZOPANIB","KIT"
"PAZOPANIB","FGFR3"
"PAZOPANIB","ITK"
"PAZOPANIB","FGF1"
"PAZOPANIB","SH2B3"
"PANOBINOSTAT","HDAC6"
"PANOBINOSTAT","HDAC4"
"PANOBINOSTAT","HDAC3"
"PANOBINOSTAT","HDAC1"
"PANOBINOSTAT","HDAC2"
"PANOBINOSTAT","HDAC8"
"PANOBINOSTAT","HDAC5"
"PANOBINOSTAT","HDAC7"
"PANOBINOSTAT","HDAC9"
"PANOBINOSTAT","HDAC10"
"BOSUTINIB","BCR"
"BOSUTINIB","ABL1"
"BOSUTINIB","LYN"
"BOSUTINIB","HCK"
"BOSUTINIB","SRC"
"BOSUTINIB","CDK2"
"BOSUTINIB","MAP2K1"
"BOSUTINIB","MAP2K2"
"BOSUTINIB","MAP3K2"
"BOSUTINIB","CAMK2G"
"AXITINIB","FLT1"
"AXITINIB","KDR"
"AXITINIB","FLT4"
"VELIPARIB","PARP1"
"VELIPARIB","PARP2"
"CRIZOTINIB","ALK"
"CRIZOTINIB","MET"
"FINGOLIMOD","S1PR5"
"CABOZANTINIB","MET"
"CABOZANTINIB","KDR"
"CABOZANTINIB","RET"
"RUXOLITINIB","JAK1"
"RUXOLITINIB","JAK2"
"REGORAFENIB","RET"
"REGORAFENIB","FLT1"
"REGORAFENIB","KDR"
"REGORAFENIB","FLT4"
"REGORAFENIB","KIT"
"REGORAFENIB","PDGFRA"
"REGORAFENIB","PDGFRB"
"REGORAFENIB","FGFR1"
"REGORAFENIB","FGFR2"
"REGORAFENIB","TEK"
"REGORAFENIB","DDR2"
"REGORAFENIB","NTRK1"
"REGORAFENIB","EPHA2"
"REGORAFENIB","RAF1"
"REGORAFENIB","BRAF"
"REGORAFENIB","MAPK11"
"REGORAFENIB","FRK"
"REGORAFENIB","ABL1"
"PONATINIB","ABL1"
"PONATINIB","BCR"
"PONATINIB","KIT"
"PONATINIB","RET"
"PONATINIB","TEK"
"PONATINIB","FLT3"
"PONATINIB","FGFR1"
"PONATINIB","FGFR2"
"PONATINIB","FGFR3"
"PONATINIB","FGFR4"
"PONATINIB","LCK"
"PONATINIB","SRC"
"PONATINIB","LYN"
"PONATINIB","KDR"
"PONATINIB","PDGFRA"
"TRAMETINIB","MAP2K1"
"TRAMETINIB","MAP2K2"
"DABRAFENIB","BRAF"
"DABRAFENIB","RAF1"
"DABRAFENIB","SIK1"
"DABRAFENIB","NEK11"
"DABRAFENIB","LIMK1"
"AFATINIB","EGFR"
"AFATINIB","ERBB2"
"AFATINIB","ERBB4"
"VORAPAXAR","F2R"
"IBRUTINIB","BTK"
"PALBOCICLIB","CDK4"
"PALBOCICLIB","CDK6"
"OLAPARIB","PARP1"
"OLAPARIB","PARP2"
"OLAPARIB","PARP3"
"LENVATINIB","FLT1"
"LENVATINIB","KDR"
"LENVATINIB","FLT4"
"LENVATINIB","FGFR1"
"LENVATINIB","FGFR2"
"LENVATINIB","FGFR3"
"LENVATINIB","FGFR4"
"LENVATINIB","KIT"
"NINTEDANIB","FLT1"
"NINTEDANIB","KDR"
"NINTEDANIB","FLT4"
"NINTEDANIB","FGFR1"
"NINTEDANIB","FGFR2"
"NINTEDANIB","FGFR3"
"NINTEDANIB","FLT3"
"NINTEDANIB","LCK"
"NINTEDANIB","LYN"
"NINTEDANIB","SRC"
