"MOLECULE_NAME","TARGET_NAME"
"ERLOTINIB","FGFR2"
"ERLOTINIB","EPHA1"
"ERLOTINIB","CDK11B"
"ERLOTINIB","MAK"
"ERLOTINIB","CSNK2A2"
"ERLOTINIB","EIF2AK2"
"ERLOTINIB","FLT1"
"ERLOTINIB","PRKACA"
"ERLOTINIB","PRKCA"
"ERLOTINIB","FER"
"ERLOTINIB","PDGFRA"
"ERLOTINIB","PHKG2"
"ERLOTINIB","BRAF"
"ERLOTINIB","INSRR"
"ERLOTINIB","SRC"
"ERLOTINIB","CDK4"
"ERLOTINIB","FGFR1"
"ERLOTINIB","PIM1"
"ERLOTINIB","KIT"
"ERLOTINIB","AR"
"ERLOTINIB","SBK3"
"ERLOTINIB","WEE2"
"ERLOTINIB","FGR"
"ERLOTINIB","PDGFRB"
"ERLOTINIB","ROS1"
"ERLOTINIB","CYP3A4"
"ERLOTINIB","HCK"
"ERLOTINIB","MET"
"ERLOTINIB","ABCB1"
"ERLOTINIB","IGF1R"
"ERLOTINIB","RET"
"ERLOTINIB","LYN"
"ERLOTINIB","YES1"
"ERLOTINIB","CSF1R"
"ERLOTINIB","FES"
"ERLOTINIB","CDK1"
"ERLOTINIB","FYN"
"ERLOTINIB","LCK"
"ERLOTINIB","INSR"
"ERLOTINIB","PRKCG"
"ERLOTINIB","NTRK1"
"ERLOTINIB","ERBB2"
"ERLOTINIB","RAF1"
"ERLOTINIB","LMNA"
"ERLOTINIB","EGFR"
"ERLOTINIB"," ERBB2"
"ERLOTINIB"," ERBB3"
"ERLOTINIB"," ERBB4"
"ERLOTINIB","EGFR"
"ERLOTINIB","ABL1"
"ERLOTINIB","CHEK2"
"ERLOTINIB","PAK4"
"ERLOTINIB","LATS1"
"ERLOTINIB","MAP4K4"
"ERLOTINIB","OXSR1"
"ERLOTINIB","MAP3K6"
"ERLOTINIB","SLCO2B1"
"ERLOTINIB","CDK14"
"ERLOTINIB","PRKD3"
"ERLOTINIB","STK10"
"ERLOTINIB","STK17B"
"ERLOTINIB","CDKL5"
"ERLOTINIB","PAK3"
"ERLOTINIB","PIK3C2G"
"ERLOTINIB","STK16"
"ERLOTINIB","RPS6KA4"
"ERLOTINIB","RPS6KA5"
"ERLOTINIB","GMNN"
"ERLOTINIB","ERN1"
"ERLOTINIB","ULK1"
"ERLOTINIB","ROCK2"
"ERLOTINIB","JAK2"
"ERLOTINIB","PIP5K1C"
"ERLOTINIB","NUAK1"
"ERLOTINIB","DYRK3"
"ERLOTINIB","RIPK2"
"ERLOTINIB","MAP3K7"
"ERLOTINIB","DAPK3"
"ERLOTINIB","MAP3K13"
"ERLOTINIB","PDPK1"
"ERLOTINIB","HDAC3"
"ERLOTINIB","MAPK13"
"ERLOTINIB","EPHB6"
"ERLOTINIB","MUSK"
"ERLOTINIB","CHUK"
"ERLOTINIB","DCLK1"
"ERLOTINIB","GAK"
"ERLOTINIB","AURKA"
"ERLOTINIB","CASK"
"ERLOTINIB","IKBKB"
"ERLOTINIB","CHEK1"
"ERLOTINIB","MAP2K7"
"ERLOTINIB","RIOK3"
"ERLOTINIB","CIT"
"ERLOTINIB","PIK3C2B"
"ERLOTINIB","STK25"
"ERLOTINIB","PLK4"
"ERLOTINIB","EEF2K"
"ERLOTINIB","PIK3CD"
"ERLOTINIB","CDC7"
"ERLOTINIB","BMPR1B"
"KU0060648","AURKB"
"KU0060648","ATR"
"KU0060648","ATM"
"KU0060648","KCNH2"
"KU0060648","PRKDC"
"KU0060648","PIK3CG"
"KU0060648","MTOR"
"KU0060648","PIK3CB"
"KU0060648","PIK3CA"
"KU0060648","CYP2C19"
"KU0060648","CYP2C9"
"KU0060648","CYP2D6"
"KU0060648","CYP3A4"
"KU0060648","CYP1A2"
"KU0060648","PIK3CD"
"PALBOCICLIB","MAP4K5"
"PALBOCICLIB","DYRK1B"
"PALBOCICLIB","CAMK2A"
"PALBOCICLIB","ALK"
"PALBOCICLIB","TBK1"
"PALBOCICLIB","CLK4"
"PALBOCICLIB","AURKB"
"PALBOCICLIB","CAMK1D"
"PALBOCICLIB","TAOK1"
"PALBOCICLIB","LRRK2"
"PALBOCICLIB","NTRK2"
"PALBOCICLIB","MAPK14"
"PALBOCICLIB","NTRK3"
"PALBOCICLIB","IKBKE"
"PALBOCICLIB","DYRK1A"
"PALBOCICLIB","ROCK1"
"PALBOCICLIB","PRKAA1"
"PALBOCICLIB","MAP4K2"
"PALBOCICLIB","TNK2"
"PALBOCICLIB","TYRO3"
"PALBOCICLIB","BTK"
"PALBOCICLIB","PTK2"
"PALBOCICLIB","MST1R"
"PALBOCICLIB","ACVR1"
"PALBOCICLIB","PRKCQ"
"PALBOCICLIB","MAP2K1"
"PALBOCICLIB","CDK5"
"PALBOCICLIB","CCND1"
"PALBOCICLIB"," CDK6"
"PALBOCICLIB","CDK6"
"PALBOCICLIB","LIMK1"
"PALBOCICLIB","JAK3"
"PALBOCICLIB","NEK2"
"PALBOCICLIB","PRKX"
"PALBOCICLIB","RPS6KA3"
"PALBOCICLIB","CDK9"
"PALBOCICLIB","CDK7"
"PALBOCICLIB","GSK3B"
"PALBOCICLIB","GSK3A"
"PALBOCICLIB","CLK2"
"PALBOCICLIB","CDK8"
"PALBOCICLIB","CSNK1A1"
"PALBOCICLIB","MAPK9"
"PALBOCICLIB","MAPK8"
"PALBOCICLIB","FLT3"
"PALBOCICLIB","MAP2K2"
"PALBOCICLIB","KDR"
"PALBOCICLIB","GRK5"
"PALBOCICLIB","WEE1"
"PALBOCICLIB","CCND1"
"PALBOCICLIB"," CCND2"
"PALBOCICLIB"," CCND3"
"PALBOCICLIB"," CDK4"
"PALBOCICLIB","LTK"
"PALBOCICLIB","MARK3"
"PALBOCICLIB","CCNA2"
"PALBOCICLIB"," CDK2"
"PALBOCICLIB","CDK2"
"PALBOCICLIB","CCNA1"
"PALBOCICLIB"," CCNA2"
"PALBOCICLIB"," CDK2"
"PALBOCICLIB","FLT1"
"PALBOCICLIB","PRKACA"
"PALBOCICLIB","PDGFRA"
"PALBOCICLIB","CCND1"
"PALBOCICLIB"," CDK4"
"PALBOCICLIB","CDK4"
"PALBOCICLIB","FGFR1"
"PALBOCICLIB","PIM1"
"PALBOCICLIB","PDGFRB"
"PALBOCICLIB","MET"
"PALBOCICLIB","IGF1R"
"PALBOCICLIB","RET"
"PALBOCICLIB","YES1"
"PALBOCICLIB","CSF1R"
"PALBOCICLIB","FYN"
"PALBOCICLIB","LCK"
"PALBOCICLIB","NTRK1"
"PALBOCICLIB","ABL1"
"PALBOCICLIB","PAK4"
"PALBOCICLIB","MAP4K4"
"PALBOCICLIB","PRKD3"
"PALBOCICLIB","ROCK2"
"PALBOCICLIB","JAK2"
"PALBOCICLIB","NUAK1"
"PALBOCICLIB","DAPK3"
"PALBOCICLIB","AURKA"
"PALBOCICLIB","CHEK1"
"PALBOCICLIB","PIK3CD"
"DOXORUBICIN","SLCO1B1"
"DOXORUBICIN","CYSLTR1"
"DOXORUBICIN","ABCG2"
"DOXORUBICIN","POLK"
"DOXORUBICIN","SLCO1B3"
"DOXORUBICIN","P2RY12"
"DOXORUBICIN","SIGMAR1"
"DOXORUBICIN","ABCC2"
"DOXORUBICIN","ESR2"
"DOXORUBICIN","ABCC10"
"DOXORUBICIN","MAPK14"
"DOXORUBICIN","DHCR7"
"DOXORUBICIN"," EBP"
"DOXORUBICIN","KCNH2"
"DOXORUBICIN","PPP3CA"
"DOXORUBICIN","BCL2L1"
"DOXORUBICIN","SLC6A3"
"DOXORUBICIN","CCR5"
"DOXORUBICIN","CCR4"
"DOXORUBICIN","HTR6"
"DOXORUBICIN","AGTR2"
"DOXORUBICIN","NPY2R"
"DOXORUBICIN","MC3R"
"DOXORUBICIN","CCR2"
"DOXORUBICIN","HTR2B"
"DOXORUBICIN","OPRK1"
"DOXORUBICIN","OPRD1"
"DOXORUBICIN","AVPR1A"
"DOXORUBICIN","KDR"
"DOXORUBICIN","DRD3"
"DOXORUBICIN","OPRM1"
"DOXORUBICIN","HRH1"
"DOXORUBICIN","PTGS2"
"DOXORUBICIN","ABCC1"
"DOXORUBICIN","CYP2C19"
"DOXORUBICIN","MC5R"
"DOXORUBICIN","MC4R"
"DOXORUBICIN","VIPR1"
"DOXORUBICIN","CCKAR"
"DOXORUBICIN","SLC6A4"
"DOXORUBICIN","CALCR"
"DOXORUBICIN","ADORA1"
"DOXORUBICIN","BDKRB2"
"DOXORUBICIN","CASP1"
"DOXORUBICIN","ADORA2A"
"DOXORUBICIN","MAPK1"
"DOXORUBICIN","HTR2C"
"DOXORUBICIN","HTR2A"
"DOXORUBICIN","APEX1"
"DOXORUBICIN","MAPK3"
"DOXORUBICIN","MAOB"
"DOXORUBICIN","NPY1R"
"DOXORUBICIN","PTAFR"
"DOXORUBICIN","TACR1"
"DOXORUBICIN","EDNRA"
"DOXORUBICIN","ADRA1D"
"DOXORUBICIN","CXCR2"
"DOXORUBICIN","CXCR1"
"DOXORUBICIN","HRH2"
"DOXORUBICIN","TBXAS1"
"DOXORUBICIN","SLC6A2"
"DOXORUBICIN","PTGS1"
"DOXORUBICIN","UGT1A1"
"DOXORUBICIN","ACHE"
"DOXORUBICIN","DRD4"
"DOXORUBICIN","DRD1"
"DOXORUBICIN","CNR1"
"DOXORUBICIN","TACR2"
"DOXORUBICIN","MAOA"
"DOXORUBICIN","CHRM3"
"DOXORUBICIN","ADRA2C"
"DOXORUBICIN","ADRA2B"
"DOXORUBICIN","FLT1"
"DOXORUBICIN","PRKCA"
"DOXORUBICIN","CBR1"
"DOXORUBICIN","MMP9"
"DOXORUBICIN","AKR1A1"
"DOXORUBICIN","DRD2"
"DOXORUBICIN","ADRB3"
"DOXORUBICIN","CYP2C9"
"DOXORUBICIN","CYP2A6"
"DOXORUBICIN","TOP2A"
"DOXORUBICIN"," TOP2B"
"DOXORUBICIN","TOP2A"
"DOXORUBICIN","TOP1"
"DOXORUBICIN","CHRM1"
"DOXORUBICIN","CYP2D6"
"DOXORUBICIN","BCL2"
"DOXORUBICIN","ADORA3"
"DOXORUBICIN","PDGFRB"
"DOXORUBICIN","ADRA2A"
"DOXORUBICIN","CHRM5"
"DOXORUBICIN","CYP3A4"
"DOXORUBICIN","ADRB1"
"DOXORUBICIN","PTPRC"
"DOXORUBICIN","CTSG"
"DOXORUBICIN","MMP2"
"DOXORUBICIN","ELANE"
"DOXORUBICIN","ABCB1"
"DOXORUBICIN","CHRM4"
"DOXORUBICIN","CHRM2"
"DOXORUBICIN","ADRB1"
"DOXORUBICIN"," ADRB2"
"DOXORUBICIN"," ADRB3"
"DOXORUBICIN","ADRB2"
"DOXORUBICIN","PRSS1"
"DOXORUBICIN","FYN"
"DOXORUBICIN","LCK"
"DOXORUBICIN","CYP2E1"
"DOXORUBICIN","CYP1A2"
"DOXORUBICIN","TP53"
"DOXORUBICIN","ERBB2"
"DOXORUBICIN","NR3C1"
"DOXORUBICIN","HMGCR"
"DOXORUBICIN","MMP1"
"DOXORUBICIN","MT"
"DOXORUBICIN","ND4"
"DOXORUBICIN","ESR1"
"DOXORUBICIN","ALB"
"DOXORUBICIN","CA2"
"DOXORUBICIN","EGFR"
"DOXORUBICIN","ABCB11"
"DOXORUBICIN","ABCC6"
"DOXORUBICIN","SLCO2B1"
"DOXORUBICIN","PDE5A"
"DOXORUBICIN","UGT1A9"
"DOXORUBICIN","CACNA1G"
"DOXORUBICIN","ABCC3"
"DOXORUBICIN","PPM1D"
"DOXORUBICIN","AURKA"
"DOXORUBICIN","TERT"
"CHIR99021","MAP4K5"
"CHIR99021","AKT3"
"CHIR99021","AURKC"
"CHIR99021","ALK"
"CHIR99021","PAK7"
"CHIR99021","PIM2"
"CHIR99021","ZAK"
"CHIR99021","IRAK4"
"CHIR99021","PAK6"
"CHIR99021","CSNK1G1"
"CHIR99021","NEK6"
"CHIR99021","SGK2"
"CHIR99021","MKNK2"
"CHIR99021","CLK4"
"CHIR99021","PLK3"
"CHIR99021","HIPK3"
"CHIR99021","HIPK2"
"CHIR99021","SLK"
"CHIR99021","PRKD2"
"CHIR99021","TSSK1B"
"CHIR99021","MKNK1"
"CHIR99021","SRPK1"
"CHIR99021","CAMKK2"
"CHIR99021","PASK"
"CHIR99021","TSSK2"
"CHIR99021","PBK"
"CHIR99021","AURKB"
"CHIR99021","DYRK2"
"CHIR99021","NEK7"
"CHIR99021","BRSK1"
"CHIR99021","MAPK15"
"CHIR99021","HIPK4"
"CHIR99021","CAMKK1"
"CHIR99021","MINK1"
"CHIR99021","BRSK2"
"CHIR99021","MAPKAPK5"
"CHIR99021","PIM3"
"CHIR99021","TAOK1"
"CHIR99021","MARK2"
"CHIR99021","CDC42BPA"
"CHIR99021","MAPKAPK3"
"CHIR99021","NTRK2"
"CHIR99021","MAPK14"
"CHIR99021","PKN2"
"CHIR99021","MAPK11"
"CHIR99021","MYLK"
"CHIR99021","RPS6KA1"
"CHIR99021","ERBB4"
"CHIR99021","PRKD1"
"CHIR99021","MELK"
"CHIR99021","PTK2B"
"CHIR99021","CAMK1"
"CHIR99021","PRKG1"
"CHIR99021","PTK6"
"CHIR99021","DYRK1A"
"CHIR99021","CAMK2D"
"CHIR99021","CAMK2G"
"CHIR99021","CAMK2B"
"CHIR99021","ROCK1"
"CHIR99021","PRKG2"
"CHIR99021","STK3"
"CHIR99021","PAK1"
"CHIR99021","PRKAA1"
"CHIR99021","MAP4K2"
"CHIR99021","ITK"
"CHIR99021","PRKCD"
"CHIR99021","PRKCZ"
"CHIR99021","PTK2"
"CHIR99021","MAP2K1"
"CHIR99021","CDK5"
"CHIR99021","CSNK1G2"
"CHIR99021","CSNK2A1"
"CHIR99021"," CSNK2A2"
"CHIR99021"," CSNK2B"
"CHIR99021","CSNK2A1"
"CHIR99021","MAPK10"
"CHIR99021","MAPK12"
"CHIR99021","LIMK1"
"CHIR99021","PLK1"
"CHIR99021","JAK3"
"CHIR99021","NEK4"
"CHIR99021","NEK2"
"CHIR99021","PRKX"
"CHIR99021","RPS6KA3"
"CHIR99021","IRAK1"
"CHIR99021","BLK"
"CHIR99021","GSK3B"
"CHIR99021","GSK3A"
"CHIR99021","CLK2"
"CHIR99021","MAPKAPK2"
"CHIR99021","CSNK1D"
"CHIR99021","CSNK1A1"
"CHIR99021","MAPK9"
"CHIR99021","MAPK8"
"CHIR99021","CSK"
"CHIR99021","FLT3"
"CHIR99021","KDR"
"CHIR99021","FLT4"
"CHIR99021","AKT2"
"CHIR99021","AKT1"
"CHIR99021","AXL"
"CHIR99021","TYK2"
"CHIR99021","EPHA2"
"CHIR99021","MAPK1"
"CHIR99021","MARK3"
"CHIR99021","MAPK3"
"CHIR99021","CDK2"
"CHIR99021","RPS6KB1"
"CHIR99021","FGFR3"
"CHIR99021","CCNA1"
"CHIR99021"," CCNA2"
"CHIR99021"," CDK2"
"CHIR99021","FLT1"
"CHIR99021","PRKACA"
"CHIR99021","PRKCA"
"CHIR99021","PHKG2"
"CHIR99021","SRC"
"CHIR99021","FGFR1"
"CHIR99021","PIM1"
"CHIR99021","KIT"
"CHIR99021","MET"
"CHIR99021","IGF1R"
"CHIR99021","RET"
"CHIR99021","LYN"
"CHIR99021","YES1"
"CHIR99021","CSF1R"
"CHIR99021","CDK1"
"CHIR99021","FYN"
"CHIR99021","LCK"
"CHIR99021","INSR"
"CHIR99021","PRKCG"
"CHIR99021","NTRK1"
"CHIR99021","ERBB2"
"CHIR99021","EGFR"
"CHIR99021","ABL1"
"CHIR99021","CHEK2"
"CHIR99021","PAK4"
"CHIR99021","MAP4K4"
"CHIR99021","CCNB1"
"CHIR99021"," CCNB2"
"CHIR99021"," CCNB3"
"CHIR99021"," CDK1"
"CHIR99021","PRKD3"
"CHIR99021","RPS6KA5"
"CHIR99021","ROCK2"
"CHIR99021","JAK2"
"CHIR99021","DYRK3"
"CHIR99021","DAPK3"
"CHIR99021","PDPK1"
"CHIR99021","MAPK13"
"CHIR99021","CHUK"
"CHIR99021","DCLK1"
"CHIR99021","AURKA"
"CHIR99021","IKBKB"
"CHIR99021","CHEK1"
"CHIR99021","PLK4"
"CHIR99021","EEF2K"
"CHIR99021","CDC7"
"CHIR99021","SGK1"
"CIMETIDINE","SLCO1B1"
"CIMETIDINE","HRH3"
"CIMETIDINE","CYSLTR1"
"CIMETIDINE","PADI4"
"CIMETIDINE","POLK"
"CIMETIDINE","SCN1A"
"CIMETIDINE"," SCN2A"
"CIMETIDINE"," SCN3A"
"CIMETIDINE","SLC22A11"
"CIMETIDINE","SLCO1B3"
"CIMETIDINE","HRH4"
